id,descripcion,descripcion_equivalente,cbarras,cbarras_equivalente,cantidad_equivalente
1373,ANTIDOL CAJA CON 20 TABLETAS 500 MG,PARACETAMOL GI 500MG HOR TAB 10,7501109760657,7501385490309,0.5
1374,SON´S PIRAL FRASCO JARABE 120 ML 3.2 G / 100 ML,SON´S PIRAL FRASCO JARABE 120 ML 3.2 G / 100 ML,7502001160385,7502001160385,1
1375,SON´S PIRAL FRASCO JARABE 120 ML 3.2 G / 100 ML,WAMINDEL 120 ML (PARACETAMOL SOL),7502001160385,7503001007663,1
1376,TEMPIRE FRASCO SOLUCION GOTAS 30ML 100 MG,TEMPIRE FRASCO SOLUCION GOTAS 30ML 100 MG,780083142308,780083142308,1
1377,TEMPIRE FRASCO SOLUCION GOTAS 30ML 100 MG,CORIVER FRASCO SOLUCION GOTAS 30ML 100 MG,780083142308,7502009740619,1
1378,TEMPIRE FRASCO SOLUCION GOTAS 30ML 100 MG,WAMINDEL SOL GTS 30ML (Paracetamol),780083142308,7503001007656,1
1379,TEMPIRE FRASCO SOLUCION GOTAS 30ML 100 MG,ULPAFIE SOL PEDIATRICA GOTAS,780083142308,7502216790056,1
1380,TEMPIRE FRASCO SOLUCION GOTAS 30ML 100 MG,PARACETAMOL SOL. PED. 30ML,780083142308,7502216792548,1
1381,TEMPIRE FRASCO SOLUCION GOTAS 30ML 100 MG,G PARACETAMOL SOL 100MG 15ML,780083142308,7503004908615,0.5
1382,TYLEX CD CAJA CON 30 CAPSULAS 500 / 30 MG,TYLEX CD CAJA CON 30 CAPSULAS 500 / 30 MG,7501100090159,7501100090159,1
1383,QUAL CAJA CON 20 TABLETAS 200/50 /2 MG,QUAL CAJA CON 20 TABLETAS 200/50 /2 MG,7501101610103,7501101610103,1
1384,COLLEPAX CAJA CON 10 TABLETAS 20 MG,COLLEPAX CAJA CON 10 TABLETAS 20 MG,780083146665,780083146665,1
1385,COLLEPAX CAJA CON 10 TABLETAS 20 MG,PAROXETINA APOTEX CAJA CON 10 TABLETAS 20 MG,780083146665,751277093588,1
1386,COLLEPAX CAJA CON 10 TABLETAS 20 MG,APO-OXPAR 20MG C/10 TAB (Paroxetina),780083146665,7501277091089,1
1387,COLLEPAX CAJA CON 10 TABLETAS 20 MG,IXICROL 20MG C/10 TAB(paroxetina),780083146665,7501075718041,1
1388,COLLEPAX CAJA CON 10 TABLETAS 20 MG,PAROXETINA  20MG C/10 TABLETAS *AMSA*,780083146665,7501349024939,1
1389,COLLEPAX CAJA CON 10 TABLETAS 20 MG,PAROXETINA 20MG C/10 TAB.,780083146665,7501277093588,1
1390,NEULASTIM CAJA CON JERINGA PRELLENADA 6MG/0.6 ML,NEULASTIM CAJA CON JERINGA PRELLENADA 6MG/0.6 ML,8715131010119,8715131010119,1
1391,NEULASTIM CAJA CON JERINGA PRELLENADA 6MG/0.6 ML,NEULASTIM CAJA CON JERINGA PRELLENADA 6MG/0.6 ML,8715131010119,7501009071877,1
1392,BEMETAD FRASCO AMPULA 500MG,BEMETAD FRASCO AMPULA 500MG,7502223555488,7502223555488,1
1393,BEMETAD FRASCO AMPULA 500MG,ALIMPTA FRASCO AMPULA 500MG,7502223555488,7501082212341,1
1394,PENTOXIFILINA PSICOFARMA CAJA CON 30 TABLETAS LIBERACION PROLONGADA 400 MG,PENTOXIFILINA PSICOFARMA CAJA CON 30 TABLETAS LIBERACION PROLONGADA 400 MG,7501384504946,7501384504946,1
1395,PENTOXIFILINA PSICOFARMA CAJA CON 30 TABLETAS LIBERACION PROLONGADA 400 MG,DUPLAT CAJA CON 30 GRAGEAS LIBERACION PROLONGADA 400 MG,7501384504946,7501825301790,1
1396,PENTOXIFILINA PSICOFARMA CAJA CON 30 TABLETAS LIBERACION PROLONGADA 400 MG,PENTOXIFILIN ELI 400MG GRAGC30,7501384504946,7502247371644,1
1397,COVERSYL CAJA CON 14 TABLETAS 4 MG,COVERSYL CAJA CON 14 TABLETAS 4 MG,7501070615376,7501070615376,1
1398,SCABISAN PLUS FRASCO EMULSION 120 ML 5 G/100ML,SCABISAN PLUS FRASCO EMULSION 120 ML 5 G/100ML,7501088559112,7501088559112,1
1399,INDOXYL TUBO 30G GEL 5/1/100G,INDOXYL TUBO 30G GEL 5/1/100G,7501406829002,7501406829002,1
1400,ADIMOD CAJA 10 FRASCOS AMPULA 7 ML 400 MG,ADIMOD CAJA 10 FRASCOS AMPULA 7 ML 400 MG,7501089808936,7501089808936,1
1401,PIL OFTENO FRASCO SOLUCION GOTAS OFTALMICAS 15 ML AL 2%,PIL OFTENO FRASCO SOLUCION GOTAS OFTALMICAS 15 ML AL 2%,736085156096,736085156096,1
1402,ELIDEL TUBO CREMA 1% 30 G,ELIDEL TUBO CREMA 1% 30 G,7501122900788,7501122900788,1
1403,DISTENTAL CAJA DE 14 TABLETAS 100 MG,DISTENTAL CAJA DE 14 TABLETAS 100 MG,785118753771,785118753771,1
1404,DISTENTAL CAJA DE 14 TABLETAS 100 MG,DISTENTAL CAJA DE 14 TABLETAS 100 MG,785118753771,785118752590,1
1405,GLIOZAC CAJA CON 7 TABLETAS 15 MG,GLIOZAC CAJA CON 7 TABLETAS 15 MG,7502009745034,7502009745034,1
1406,GLIOZAC CAJA CON 7 TABLETAS 15 MG,ZACTOS 15MG TAB C7,7502009745034,7501082221060,1
1407,GLIOZAC CAJA CON 7 TABLETAS 15 MG,PIOGLITAZONA GI SERRAL 15MG 7TABS,7502009745034,7501258210836,1
1408,NOOTROPIL CAJA CON 30 TABLETAS 800 MG,NOOTROPIL CAJA CON 30 TABLETAS 800 MG,7501088507007,7501088507007,1
1409,MESTINON FRASCO 20 TABLETAS 60 MG,MESTINON FRASCO 20 TABLETAS 60 MG,7501122966203,7501122966203,1
1410,DARAPRIM CAJA CON 30 TABLETAS 25 MG,DARAPRIM CAJA CON 30 TABLETAS 25 MG,7501046424018,7501046424018,1
1411,DOLZYCAM CAJA CON  20 CAPSULAS  20 MG,DOLZYCAM CAJA CON  20 CAPSULAS  20 MG,7502001165038,7502001165038,1
1412,DOLZYCAM CAJA CON  20 CAPSULAS  20 MG,DOLZYCAM CAJA CON  20 CAPSULAS  20 MG,7502001165038,7502001166356,1
1413,DOLZYCAM TUBO GEL 60 G 0.5 %,DOLZYCAM TUBO GEL 60 G 0.5 %,7502001165045,7502001165045,1
1414,PLANTAGO PSYLLIUM SYNTHON FRASCO POLVO  400 G,PLANTAGO PSYLLIUM SYNTHON FRASCO POLVO  400 G,7502223551770,7502223551770,1
1415,PLANTAGO PSYLLIUM SYNTHON FRASCO POLVO  400 G,MUGASIN FRASCO POLVO  230 G,7502223551770,7501277078042,1
1416,PLANTAGO PSYLLIUM SYNTHON FRASCO POLVO  400 G,MUGASIN LIMA-LIMON 230 GR.(Psyllium Plan,7502223551770,7501277078028,1
1417,PLANTAGO PSYLLIUM SYNTHON FRASCO POLVO  400 G,NOVAGON PVO 400G SABOR NATURAL,7502223551770,7501075713770,1
1418,PLANTAGO PSYLLIUM SYNTHON FRASCO POLVO  400 G,NOVAGON 400G S/NARANJA-PIÑA (Plan. psyl),7502223551770,7501075718676,1
1419,VISCOTEARS TUBO GEL OFTALMICO 10 G  2MG/G,VISCOTEARS TUBO GEL OFTALMICO 10 G  2MG/G,7680486240140,7680486240140,1
1420,VISCOTEARS TUBO GEL OFTALMICO 10 G  2MG/G,ACRYLARM OFT 0 2% GEL 10G,7680486240140,7795368054514,1
1421,ALBOTHYL CAJA CON 6 OVULOS 0.09 G,ALBOTHYL CAJA CON 6 OVULOS 0.09 G,7501092708032,7501092708032,1
1422,PROCTOACID TUBO UNGÜENTO 50 G 5/1 G,PROCTOACID TUBO UNGÜENTO 50 G 5/1 G,7501092792031,7501092792031,1
1423,SYSTANE FRASCO SOLUCION OFTALMICA 15ML 4 MG / 3 MG / 1.9 MG / ML,SYSTANE FRASCO SOLUCION OFTALMICA 15ML 4 MG / 3 MG / 1.9 MG / ML,7501088617959,7501088617959,1
1424,FERRANINA FRASCO SOLUCION 100 ML 3.125 G,FERRANINA FRASCO SOLUCION 100 ML 3.125 G,7501092743026,7501092743026,1
1425,FERRANINA FRASCO SOLUCION GOTAS 20 ML 5G,FERRANINA FRASCO SOLUCION GOTAS 20 ML 5G,7501092743019,7501092743019,1
1426,FERRANINA FOL CAJA CON 30 TABLETAS 357.143MG/800MCG,FERRANINA FOL CAJA CON 30 TABLETAS 357.143MG/800MCG,7501092743033,7501092743033,1
1427,PRAMIPEXOL CAJA 30 TABLETAS 0.50 MG ULTRA,PRAMIPEXOL CAJA 30 TABLETAS 0.50 MG ULTRA,7502216796317,7502216796317,1
1428,PRAMIPEXOL CAJA 30 TABLETAS 0.50 MG ULTRA,PRAMIPEXOL 0 5MG TAB C30,7502216796317,7501349024021,1
1429,BINODIAN DEPOT CAJA CON 1 JERINGA PRELLENADA 1 ML 200 / 4 MG,BINODIAN DEPOT CAJA CON 1 JERINGA PRELLENADA 1 ML 200 / 4 MG,7501303443530,7501303443530,1
1430,MINIPRES CAJA CON 30 CAPSULAS 1 MG,MINIPRES CAJA CON 30 CAPSULAS 1 MG,7501287669001,7501287669001,1
1431,SOPHIPREN OFTENO FRASCO SUSPENSION OFTALMICA 1% 10MG/ML 5 ML,SOPHIPREN OFTENO FRASCO SUSPENSION OFTALMICA 1% 10MG/ML 5 ML,736085400489,736085400489,1
1432,SOPHIPREN OFTENO FRASCO SUSPENSION OFTALMICA 1% 10MG/ML 5 ML,PRED NF OFTENO FRASCO SUSPENSION OFTALMICA 1% 10MG/ML 5 ML,736085400489,8400001016,1
1433,SOPHIPREN OFTENO FRASCO SUSPENSION OFTALMICA 1% 10MG/ML 5 ML,PREDNEFRIN 1%|GOT|5ML,736085400489,7501201400680,1
1434,METICORTELONE FRASCO SOLUCION INFANTIL 120 ML 1 MG/ML,METICORTELONE FRASCO SOLUCION INFANTIL 120 ML 1 MG/ML,7502209852471,7502209852471,1
1435,METICORTELONE FRASCO SOLUCION INFANTIL 120 ML 1 MG/ML,METICORTILONE FRASCO SOLUCION INFANTIL 120 ML 1 MG/ML,7502209852471,7501050606578,1
1436,METICORTELONE FRASCO SOLUCION INFANTIL 120 ML 1 MG/ML,FISOPRED SOL 100 MG,7502209852471,7501072300102,1
1437,NORAPRED CAJA CON 20 TABLETAS 50 MG,NORAPRED CAJA CON 20 TABLETAS 50 MG,7501537102395,7501537102395,1
1438,NORAPRED CAJA CON 20 TABLETAS 50 MG,PREDNISONA AMSA CAJA CON 20 TABLETAS 50 MG,7501537102395,7501349028890,1
1439,METICORTEN CAJA CON 30 TABLETAS 20 MG,METICORTEN CAJA CON 30 TABLETAS 20 MG,7502209852426,7502209852426,1
1440,METICORTEN CAJA CON 30 TABLETAS 20 MG,NOSIPREN CAJA CON 30 TABLETAS 20 MG,7502209852426,780083142827,1
1441,NOSIPREN CAJA CON 30 TABLETAS 5 MG,NOSIPREN CAJA CON 30 TABLETAS 5 MG,780083142339,780083142339,1
1442,NOSIPREN CAJA CON 30 TABLETAS 5 MG,NORAPRED TAB.C/20 5 MG.( prednisona ),780083142339,7501537102388,0.5
1443,NOSIPREN CAJA CON 30 TABLETAS 5 MG,PREDNIDIB 5MG TAB C20,780083142339,7501644700675,0.5
1444,PREGABALINA CAJA CON  28 CAPSULAS 150 MG ULTRA,PREGABALINA CAJA CON  28 CAPSULAS 150 MG ULTRA,7502216799837,7502216799837,1
1445,PREGABALINA CAJA CON  28 CAPSULAS 150 MG ULTRA,PREGABALINA GI AMSA      150MG 28 CA,7502216799837,7501349022935,1
1446,PREGABALINA ULTRA CAJA CON  28 CAPSULAS 75 MG,PREGABALINA ULTRA CAJA CON  28 CAPSULAS 75 MG,7502216799813,7502216799813,1
1447,PREGABALINA ULTRA CAJA CON  28 CAPSULAS 75 MG,LYRICA CAJA CON  28 CAPSULAS 75 MG,7502216799813,7501287670311,1
1448,PREGABALINA ULTRA CAJA CON  28 CAPSULAS 75 MG,PREGABALINA CAJA CON  28 CAP 75 MG,7502216799813,7501349025943,1
1449,PREGABALINA ULTRA CAJA CON  28 CAPSULAS 75 MG,PREGABALINA 75 MG C/14,7502216799813,7501349025967,0.5
1450,MYSOLINE CAJA CON 50 TABLETAS 250 MG,MYSOLINE CAJA CON 50 TABLETAS 250 MG,7501086300129,7501086300129,1
1451,MYSOLINE CAJA CON 50 TABLETAS 250 MG,PRIDONA 250MG TAB C50,7501086300129,7501384503307,1
1452,UTROGESTAN CAJA CON 14 CAPSULAS DE 200 MG,UTROGESTAN CAJA CON 14 CAPSULAS DE 200 MG,7501583300325,7501583300325,1
1453,UTROGESTAN CAJA CON 30 CAPSULAS DE 100 MG,UTROGESTAN CAJA CON 30 CAPSULAS DE 100 MG,3700039500027,3700039500027,1
1454,UTROGESTAN CAJA CON 30 CAPSULAS DE 100 MG,UTROGESTAN 100MG PERL C15,3700039500027,7501583300318,0.5
1455,CUERPO AMARILLO  FUERTE CAJA CON 6 AMPULAS 2 ML 50 MG,CUERPO AMARILLO  FUERTE CAJA CON 6 AMPULAS 2 ML 50 MG,7501385410000,7501385410000,1
1456,COLPOTROPHINE CAJA CON 10 CAPSULAS VAGINALES  10 MG,COLPOTROPHINE CAJA CON 10 CAPSULAS VAGINALES  10 MG,7501070903558,7501070903558,1
1457,NORFENON CAJA CON 30 TABLETAS 150 MG,NORFENON CAJA CON 30 TABLETAS 150 MG,7501033923234,7501033923234,1
1458,NORFENON CAJA CON 30 TABLETAS 300 MG,NORFENON CAJA CON 30 TABLETAS 300 MG,7501033923241,7501033923241,1
1459,SINTASER CAJA CON 30 TABLETAS 40 MG,SINTASER CAJA CON 30 TABLETAS 40 MG,7501258203395,7501258203395,1
1460,SINTASER CAJA CON 30 TABLETAS 40 MG,PRANIDOL 20MG C/24 TAB,7501258203395,656599041018,0.5
1461,INDERALICI CAJA CON 50 TABLETAS 10 MG,INDERALICI CAJA CON 50 TABLETAS 10 MG,7501098610049,7501098610049,1
1462,INDERALICI CAJA CON 50 TABLETAS 10 MG,INDERALICI CAJA CON 42 TABLETAS 10 MG,7501098610049,7501324402349,1
1463,INDERALICI CAJA CON 50 TABLETAS 10 MG,PROPRANOLOL 10MG 30 TAB,7501098610049,7501258203371,0.5
1464,RESOTRANS CAJA CON 14 COMPRIMIDOS 2MG,RESOTRANS CAJA CON 14 COMPRIMIDOS 2MG,7501109920655,7501109920655,1
1465,SEROQUEL XR CAJA CON 30 TABLETAS DE 300 MG,SEROQUEL XR CAJA CON 30 TABLETAS DE 300 MG,7501098605229,7501098605229,1
1466,NORPROLAC CAJA CON 30 COMPRIMIDOS 75 MCG,NORPROLAC CAJA CON 30 COMPRIMIDOS 75 MCG,7503000883299,7503000883299,1
1467,NORPROLAC CAJA CON 9 COMPRIMIDOS 25 MCG,NORPROLAC CAJA CON 9 COMPRIMIDOS 25 MCG,7503000883268,7503000883268,1
1468,ACUPRIL CAJA CON 21 TABLETAS 10 MG,ACUPRIL CAJA CON 21 TABLETAS 10 MG,7501287650603,7501287650603,1
1469,AMECID CAJA CON 3 TABLETAS 100 MG,AMECID CAJA CON 3 TABLETAS 100 MG,7501537173128,7501537173128,1
1470,AMECID CAJA CON 3 TABLETAS 100 MG,LUMINOVAG CAJA CON 3 TABLETAS 100 MG,7501537173128,7501075713169,1
1471,LUMINOVAG FRASCO SUSPENSION 30 ML 50 MG / 5 ML,LUMINOVAG FRASCO SUSPENSION 30 ML 50 MG / 5 ML,7501075716917,7501075716917,1
1472,LUMINOVAG FRASCO SUSPENSION 30 ML 50 MG / 5 ML,AMEFIN SUSP 30ML,7501075716917,7501049712754,1
1473,LUMINOVAG FRASCO SUSPENSION 30 ML 50 MG / 5 ML,QUEFEMIN SUSP,7501075716917,7501825303978,1
1474,HIDRASEC CAJA CON 18 SOBRES 30 MG,HIDRASEC CAJA CON 18 SOBRES 30 MG,7503007704580,7503007704580,1
1475,EVISTA CAJA CON 28 TABLETAS 60 MG,EVISTA CAJA CON 28 TABLETAS 60 MG,7501082224214,7501082224214,1
1476,EVISTA CAJA CON 28 TABLETAS 60 MG,EVISTA 60 MG C/14 TABL,7501082224214,7501082243390,0.5
1477,VENESDEN CAJA CON 16 TABLETAS 5 MG,VENESDEN CAJA CON 16 TABLETAS 5 MG,7502227871805,7502227871805,1
1478,TRITAZIDE CAJA CON 16 TABLETAS 5/25 MG,TRITAZIDE CAJA CON 16 TABLETAS 5/25 MG,7501165001213,7501165001213,1
1479,TRITAZIDE CAJA CON 16 TABLETAS 5/25 MG,DYNYEL CAJA CON 16 TABLETAS 5/25 MG,7501165001213,7502227871843,1
1480,TRITAZIDE CAJA CON 16 TABLETAS 5/25 MG,DYNYEL 5.0MG/25MG CAJA CON 32 TABLETAS,7501165001213,7502227871850,2
1481,ULGASTRIN CAJA CON 20 TABLETAS 150MG,ULGASTRIN CAJA CON 20 TABLETAS 150MG,7501573900405,7501573900405,1
1482,ULGASTRIN CAJA CON 20 TABLETAS 150MG,ULCEVIT T 20 150MG,7501573900405,7501537102890,1
1483,ULGASTRIN CAJA CON 20 TABLETAS 150MG,ULCEVIT CAJA CON 20 GRAGEAS 150MG,7501573900405,7501537102401,1
1484,ULGASTRIN CAJA CON 20 TABLETAS 150MG,RAUDIL 150MG C/20 TAB,7501573900405,7501075714715,1
1485,ULGASTRIN CAJA CON 20 TABLETAS 150MG,RANITIDINA 150MG TAB C20,7501573900405,7503004908745,1
1486,PHARTIDINE FRASCO JARABE 200 ML 1.5 G / 100 ML,PHARTIDINE FRASCO JARABE 200 ML 1.5 G / 100 ML,7502223112162,7502223112162,1
1487,PHARTIDINE FRASCO JARABE 200 ML 1.5 G / 100 ML,RANISEN JBE 200ML,7502223112162,7501314704385,1
1488,PHARTIDINE FRASCO JARABE 200 ML 1.5 G / 100 ML,RAUDIL JBE C/200ML (Ranitidina),7502223112162,7501075718706,1
1489,PHARTIDINE FRASCO JARABE 200 ML 1.5 G / 100 ML,RANITIDINA JBE. FCO C/200ML,7502223112162,7501573902799,1
1490,AZILECT CAJA CON 30 TABLETAS 1 MG,AZILECT CAJA CON 30 TABLETAS 1 MG,7501559601333,7501559601333,1
1491,DERMOCARE FRASCO SUSPENSION 120 ML 6/6G,DERMOCARE FRASCO SUSPENSION 120 ML 6/6G,748499100381,748499100381,1
1492,ADEKON CAJA CON 5 AMPULAS INGERIBLES 3 ML 12000UI/1000UI/3ML,ADEKON CAJA CON 5 AMPULAS INGERIBLES 3 ML 12000UI/1000UI/3ML,7501072350022,7501072350022,1
1493,ADEKON CAJA CON 5 AMPULAS INGERIBLES 3 ML 12000UI/1000UI/3ML,ADEROGYL 15 AMP ORAL 3ML C5,7501072350022,7501165003040,1
1494,ADEKON CAJA CON 5 AMPULAS INGERIBLES 3 ML 12000UI/1000UI/3ML,VITAMINA A PERLAS,7501072350022,7502227422564,1
1495,ADEKON-C FRASCO SOLUCION 15 ML GOTERO GRADUADO 5000UI/400UI/30MG/30MG/ML,ADEKON-C FRASCO SOLUCION 15 ML GOTERO GRADUADO 5000UI/400UI/30MG/30MG/ML,7501072350039,7501072350039,1
1496,RETIGEL CAJA CON 40 CAPSULAS 50.000 UI,RETIGEL CAJA CON 40 CAPSULAS 50.000 UI,7502227420218,7502227420218,1
1497,RETIGEL CAJA CON 40 CAPSULAS 50.000 UI,ACON 50000UI CAP C40,7502227420218,7501072350008,1
1498,RETIGEL CAJA CON 40 CAPSULAS 50.000 UI,BIOLYSIN GB C/40 CAP 50000UI (Vit. A),7502227420218,7502226290027,1
1499,RETIGEL CAJA CON 40 CAPSULAS 50.000 UI,VITAMINA A 50 000UI TAB C40,7502227420218,7502226290867,1
1500,VIRAZIDE CAJA CON 18 CAPSULAS 400 MG,VIRAZIDE CAJA CON 18 CAPSULAS 400 MG,7501123018918,7501123018918,1
1501,VIRAZIDE CAJA CON 18 CAPSULAS 400 MG,RIBAVIRINA SERRAL CAJA CON 18 CAPSULAS 400 MG,7501123018918,7501258205849,1
1502,VIRAZIDE CAJA CON 18 CAPSULAS 400 MG,DESIKEN CAJA CON 18 CAPSULAS 400 MG,7501123018918,7501361691249,1
1503,VIRAZIDE CAJA CON 18 CAPSULAS 400 MG,RIBAVIRINA 400MG C/18 CPS,7501123018918,7501123001071,1
1504,RIFINAH CAJA CON 24 CAPSULAS 150/200 MG,RIFINAH CAJA CON 24 CAPSULAS 150/200 MG,7501061019305,7501061019305,1
1505,RIFADIN CAJA 16 CAPSULAS 300 MG,RIFADIN CAJA 16 CAPSULAS 300 MG,7501061017004,7501061017004,1
1506,RIFADIN CAJA 16 CAPSULAS 300 MG,EURIFARM CAJA 16 CAPSULAS 300 MG,7501061017004,785118752064,1
1507,DOTBAL-S CAJA CON 90 TABLETAS 300 MG/400 MG,DOTBAL-S CAJA CON 90 TABLETAS 300 MG/400 MG,7501101630040,7501101630040,1
1508,DOTBAL CAJA CON 240 TABLETAS 150 MG/75 MG/400 MG/300 MG,DOTBAL CAJA CON 240 TABLETAS 150 MG/75 MG/400 MG/300 MG,7501101623325,7501101623325,1
1509,FLONORM CAJA 28 TABLETAS DE 200 MG,FLONORM CAJA 28 TABLETAS DE 200 MG,8020030053106,8020030053106,1
1510,MISODRON CAJA CON 4 TABLETAS 35 MG,MISODRON CAJA CON 4 TABLETAS 35 MG,7502001162662,7502001162662,1
1511,MISODRON CAJA CON 4 TABLETAS 35 MG,RISEDRONATO ELI 35MG GRAG C4,7502001162662,7502247371101,1
1512,RISPERIDONA VANQUISH CAJA CON 40 TABLETAS 2 MG,RISPERIDONA VANQUISH CAJA CON 40 TABLETAS 2 MG,7502215781338,7502215781338,1
1513,RISPERIDONA VANQUISH CAJA CON 40 TABLETAS 2 MG,RISPERIDONA AMSA CAJA CON 40 TABLETAS 2 MG,7502215781338,7501349026315,1
1514,RISPERIDONA VANQUISH CAJA CON 40 TABLETAS 2 MG,LIMBIK 2MG TAB C20,7502215781338,7501384541569,0.5
1515,RISPERIDONA VANQUISH CAJA CON 40 TABLETAS 2 MG,RISPERIDONA 2MG C/40 TAB,7502215781338,7501125155765,1
1516,RISPERIDONA VANQUISH CAJA CON 40 TABLETAS 2 MG,KRONOAX CAJA CON 40 TABLETAS 2 MG,7502215781338,7501504041139,1
1517,RISPERIDONA VANQUISH CAJA CON 40 TABLETAS 2 MG,RISPERDAL 2MG TAB C20,7502215781338,7501109901616,0.5
1518,RISPERIDONA VANQUISH CAJA CON 40 TABLETAS 2 MG,RISPERIDONA 2MG TAB. C/40,7502215781338,7501125122279,1
1519,RISPERDAL CAJA CON 20 TABLETAS 3 MG,RISPERDAL CAJA CON 20 TABLETAS 3 MG,7501109901623,7501109901623,1
1520,RISPERDAL FRASCO SOLUCION 60 ML 1 MG/ML,RISPERDAL FRASCO SOLUCION 60 ML 1 MG/ML,7501109901661,7501109901661,1
1521,NORVIR CAJA CON 30 TABLETAS 100MG,NORVIR CAJA CON 30 TABLETAS 100MG,8054083006253,8054083006253,1
1522,NORVIR CAJA CON 30 TABLETAS 100MG,NORVIR CAJA CON 168 CAPSULAS 100MG,8054083006253,7501033921919,1
1523,NORVIR CAJA CON 30 TABLETAS 100MG,NORVIR 100 MG C/30 TABS,8054083006253,805483006253,0.2
1524,KALETRA CAJA CON 120 TABLETAS 50MG /200MG,KALETRA CAJA CON 120 TABLETAS 50MG /200MG,8054083005089,8054083005089,1
1525,KALETRA CAJA CON 120 TABLETAS 50MG /200MG,KALETRA CAJA CON 120 TABLETAS 50MG /200MG,8054083005089,7501033954566,1
1526,XARELTO CAJA CON 10 COMPRIMIDOS 10 MG,XARELTO CAJA CON 10 COMPRIMIDOS 10 MG,7501318600508,7501318600508,1
1527,XARELTO CAJA CON 28 COMPRIMIDOS 20 MG,XARELTO CAJA CON 28 COMPRIMIDOS 20 MG,7501318608788,7501318608788,1
1528,EXELON CAJA CON 30 PARCHES 18 MG,EXELON CAJA CON 30 PARCHES 18 MG,7501124814007,7501124814007,1
1529,EXELON CAJA CON 30 PARCHES 9 MG,EXELON CAJA CON 30 PARCHES 9 MG,7501124813994,7501124813994,1
1530,AVANDIA CAJA CON 14 TABLETAS 4 MG,AVANDIA CAJA CON 14 TABLETAS 4 MG,7501064551673,7501064551673,1
1531,AVANDIA CAJA CON 14 TABLETAS 4 MG,ROSIGLITAZONA 4MG C/14 TAB,7501064551673,7501043100106,1
1532,CRESTOR CAJA CON 30 TABLETAS 10 MG,CRESTOR CAJA CON 30 TABLETAS 10 MG,7501098604710,7501098604710,1
1533,NUBRENZA CAJA CON 14 PARCHES TRANSDERMICOS DE 4MG,NUBRENZA CAJA CON 14 PARCHES TRANSDERMICOS DE 4MG,7501088507038,7501088507038,1
1534,VENOFERRUM CAJA CON 1 FRASCO AMPULA 5 ML 100MG,VENOFERRUM CAJA CON 1 FRASCO AMPULA 5 ML 100MG,7501092743064,7501092743064,1
1535,SALBUTAMOL SULFATO - IPRATOPIO BROMURO AMSA CAJA CON 10 AMPULAS 2.5 ML 2.5 MG/ 0.50 MG,SALBUTAMOL SULFATO - IPRATOPIO BROMURO AMSA CAJA CON 10 AMPULAS 2.5 ML 2.5 MG/ 0.50 MG,7501349029330,7501349029330,1
1536,SALBUTAMOL SULFATO - IPRATOPIO BROMURO AMSA CAJA CON 10 AMPULAS 2.5 ML 2.5 MG/ 0.50 MG,STERIVENT CAJA CON 10 AMPULAS 2.5 ML 2.5 MG/ 0.50 MG,7501349029330,7501559604518,1
1537,SALBUTAMOL SULFATO - IPRATOPIO BROMURO AMSA CAJA CON 10 AMPULAS 2.5 ML 2.5 MG/ 0.50 MG,COMBIVENT CAJA CON 10 AMPULAS 2.5 ML 2.5 MG/ 0.50 MG,7501349029330,7501037910063,1
1538,SALBUTAMOL SULFATO - IPRATOPIO BROMURO AMSA CAJA CON 10 AMPULAS 2.5 ML 2.5 MG/ 0.50 MG,STERIVENT SOL 0.5MG/2.5MG AMP C10,7501349029330,7501559604525,1
1539,VENTOLIN CAJA CON 5 AMPULAS 1 ML  0.5 MG,VENTOLIN CAJA CON 5 AMPULAS 1 ML  0.5 MG,7501043164368,7501043164368,1
1540,VENTOLIN FRASCO SOLUCION 10 ML P/NEBULIZADOR 5 MG/ML,VENTOLIN FRASCO SOLUCION 10 ML P/NEBULIZADOR 5 MG/ML,7501043163637,7501043163637,1
1541,VENTOLIN FRASCO SOLUCION 10 ML P/NEBULIZADOR 5 MG/ML,SALBUTAMOL SOLUCION 10ML NEBULIZAR 5MG/ML AMSA,7501043163637,7501349028128,1
1542,VENTOLIN FRASCO SOLUCION 200 ML 0.040 G,VENTOLIN FRASCO SOLUCION 200 ML 0.040 G,7501043163286,7501043163286,1
1543,VENTOLIN FRASCO SUSPENSION AEROSOL 200 DOSIS (100 MCG/DOSIS),VENTOLIN FRASCO SUSPENSION AEROSOL 200 DOSIS (100 MCG/DOSIS),7501043162487,7501043162487,1
1544,FLUXOL FRASCO SOLUCION 120 ML 2MG/7.5MG/5ML,FLUXOL FRASCO SOLUCION 120 ML 2MG/7.5MG/5ML,7502009740282,7502009740282,1
1545,FLUXOL FRASCO SOLUCION 120 ML 2MG/7.5MG/5ML,FULTAC FRASCO SOLUCION 120 ML 2MG/7.5MG/5ML,7502009740282,785118752361,1
1546,FLUXOL FRASCO SOLUCION 120 ML 2MG/7.5MG/5ML,ADRIBEL FRASCO SOLUCION 120 ML 2MG/7.5MG/5ML,7502009740282,7501537165468,1
1547,FLUXOL FRASCO SOLUCION 120 ML 2MG/7.5MG/5ML,MUCOFLUX SOL DOSIF 120ML,7502009740282,7501299301999,1
1548,FLUXOL FRASCO SOLUCION 120 ML 2MG/7.5MG/5ML,FLUVICIL SOL.120ML(ambroxol/salbutamol),7502009740282,7501825301707,1
